id,alcohol,alcohol_bands,category,country,description,designation,price,price_bands,rating,rating_bands,region,subregion,subsubregion,title,url,varietal,vintage,winery,quantity
588,14.0,Medium-High,Red,France,"Plump blackberry and cherry flavors are tinged with dried lavender and thyme in this rich, intensely fruity Grenache-Syrah blend. A whisper of sweet spice lends opulence to the palate but fresh acidity and ripe, gripping tannins anchor the finish. It's ready now but should improve through 2025.",Cuvee 1928,40,Reasonable,92,Pretty Good,Rhone Valley,Rasteau,,Domaine de Verquiere 2015 Cuvee 1928 Grenache-Syrah (Rasteau),https://www.winemag.com/buying-guide/domaine-de-verquiere-2015-cuvee-1928-grenache-syrah-rasteau-308498/,Grenache-Syrah,2015,Domaine de Verquiere,1
900,14.0,Medium-High,Red,France,"A rich wine from this ripe year, this has concentration from the 45-year-old vines and spice from the wood aging. It is packed with black fruits. The wine, with its fresh final fruitiness, will be ready to drink from 2019.",Reserve Louis Leyre-Loup,27,Reasonable,91,Pretty Good,Beaujolais,Fleurie,,Domaine de Leyre-Loup 2015 Reserve Louis Leyre-Loup  (Fleurie),https://www.winemag.com/buying-guide/domaine-de-leyre-loup-2015-reserve-louis-leyre-loup-fleurie/,Gamay,2015,Domaine de Leyre-Loup,1
965,14.0,Medium-High,Red,France,"From a fine Beaujolais vintage, this organically grown wine is perfumed and still structured with its dark tannins. The density and richness are still developing, giving the wine its concentrated potential.",Cote du Py,30,Reasonable,90,Pretty Good,Beaujolais,Morgon,,Domaine de la Bonne Tonne 2015 Cote du Py  (Morgon),https://www.winemag.com/buying-guide/domaine-de-la-bonne-tonne-2015-cote-du-py-morgon/,Gamay,2015,Domaine de la Bonne Tonne,1
968,14.0,Medium-High,Red,France,"Black-plum and berry flavors are intensely ripe in this full-bodied Saint-Joseph. It's a concentrated, almost ruddy, wine freshened by tangy blackberry acidity and hints of granite and spice that linger on the finish. Tannins are fine-grained and integrated.",Les Challeys,19,Budget Option,90,Pretty Good,Rhone Valley,Saint-Joseph,,Delas Freres 2015 Les Challeys  (Saint-Joseph),https://www.winemag.com/buying-guide/delas-freres-2015-les-challeys-saint-joseph/,Syrah,2015,Delas Freres,1
2301,14.0,Medium-High,Red,France,"This ripe, still-young wine is full of tannins as well as rich Merlot fruit. Blackberries, black plums and some ripe tannins are all part of this dense wine. It needs to age until at least 2021 so be patient.",,28,Reasonable,91,Pretty Good,Bordeaux,Fronsac,,Chateau Renard Mondesir 2015  Fronsac,https://www.winemag.com/buying-guide/chateau-renard-mondesir-2015-fronsac/,Bordeaux-style Red Blend,2015,Chateau Renard Mondesir,1
2619,14.0,Medium-High,Red,France,"This generous wine is ripe with seductive black fruits and rich tannins. The Merlot gives this wine its juicy, jammy character absorbing the tannins like a sponge. It comes from red clay soil (Terres Rouges) that brings extra richness to this full-bodied wine. Drink from 2022.",Les Terres Rouges,45,Reasonable,91,Pretty Good,Bordeaux,Fronsac,,Chateau Tour du Moulin 2015 Les Terres Rouges  (Fronsac),https://www.winemag.com/buying-guide/chateau-tour-du-moulin-2015-les-terres-rouges-fronsac/,Merlot,2015,Chateau Tour du Moulin,1
2912,14.0,Medium-High,Red,France,"This wine comes from a family-owned 19-acre property on the slopes of the Fronsac hill. The wine is still young and full of tannins. But it also offers classic stalky fruit, juicy acidity and plenty of black-currant flavors. Drink this wine with aging potential from 2022.",,27,Reasonable,89,Mediocre,Bordeaux,Fronsac,,Chateau Belugue 2015  Fronsac,https://www.winemag.com/buying-guide/chateau-belugue-2015-fronsac/,Bordeaux-style Red Blend,2015,Chateau Belugue,1
3074,14.0,Medium-High,Red,France,"A ripe black-currant-flavored wine, this is smooth and dense. Maturing well with acidity and smoky wood flavors right up front, the wine is juicy, rich and will be ready to drink from 2020.",,20,Budget Option,88,Mediocre,Bordeaux,Castillon Cotes de Bordeaux,,Chateau de Monbadon 2015  Castillon Cotes de Bordeaux,https://www.winemag.com/buying-guide/chateau-de-monbadon-2015-castillon-cotes-de-bordeaux/,Bordeaux-style Red Blend,2015,Chateau de Monbadon,1
3302,14.0,Medium-High,Red,France,"Made entierly from Merlot, this wine is smoothly textured, with tannins cushioned by the ample black fruits. With its blackberry flavors and dense texture, the wine will be ready to drink from 2019.",,20,Budget Option,89,Mediocre,Bordeaux,Fronsac,,Chateau Renard 2015  Fronsac,https://www.winemag.com/buying-guide/chateau-renard-2015-fronsac/,Merlot,2015,Chateau Renard,1
687,14.0,Medium-High,Red,France,"Intensely ripe black-cherry and cassis notes are shaded by dried mint, licorice and spice in this richly concentrated blend of 50% Syrah, 25% Carignan and 25% Mourvedre. A polished sip, it's framed by fine, feathery tannins and a long finish. The wine should improve through 2021 and hold a few years further.",Trassegum,25,Reasonable,91,Pretty Good,Rhone Valley,Costieres de Nimes,,Chateau d'Or et de Gueules 2014 Trassegum Red (Costieres de Nimes),https://www.winemag.com/buying-guide/chateau-dor-et-de-gueules-2014-trassegum-red-costieres-de-nimes/,Rhone-style Red Blend,2014,Chateau d'Or et de Gueules,1
127,14.0,Medium-High,Red,France,"Earth and spice juxtapose delicate black-cherry flavor in this elegantly evolving wine. Tasted five years after bottling, it's already showing prominent notes of sandalwood and forest floor along with umami-rich notes of leather. Moderately full bodied and freshly balanced, it's a stately wine finishing on ripe, feathery tannins. Lovely now it should hold till 2023.",Vieilles Vignes,58,Upper-Medium,94,Very Good,Rhone Valley,Chateauneuf-du-Pape,,Domaine la Milliere 2013 Vieilles Vignes Red (Chateauneuf-du-Pape),https://www.winemag.com/buying-guide/domaine-la-milliere-2013-vieilles-vignes-red-chateauneuf-du-pape/,Rhone-style Red Blend,2013,Domaine la Milliere,1
2265,14.0,Medium-High,Red,France,"A blend of Syrah, Mourvedre and Cabernet Sauvignon, this single-vineyard, wood-aged wine is massive and impressive. Its weight comes both from the solid tannins and the juicy black-plum fruits. Rich and only just now mature, this is a powerful wine. Drink now, but, better, hold until 2020.",Clos Victoire,40,Reasonable,92,Pretty Good,Provence,Coteaux d'Aix-en-Provence,,Chateau Calissanne 2013 Clos Victoire Red (Coteaux d'Aix-en-Provence),https://www.winemag.com/buying-guide/chateau-calissanne-2013-clos-victoire-red-coteaux-daix-en-provence/,Provence red blend,2013,Chateau Calissanne,1
322,14.4,Medium-High,Red,France,"This Prestige is deeper in concentration and more firmly composed than the producer's basic Rasteau bottling. Black-cherry and plum flavors are ripe and penetrating but pristine, almost crunchy. The tannins are firm and quite stalwart on the finish. This elegantly composed wine drinks well now but should improve through 2028.",Cuvee Prestige,62,Upper-Medium,92,Pretty Good,Rhone Valley,Rasteau,,Domaine la Soumade 2016 Cuvee Prestige Red (Rasteau),https://www.winemag.com/buying-guide/domaine-la-soumade-2016-cuvee-prestige-red-rasteau-308475/,Rhone-style Red Blend,2016,Domaine la Soumade,1
431,14.4,Medium-High,Red,France,"This is a softer, more rounded wine than the producer's other Rasteau bottlings this vintage. Black-plum and cherry flavors are fleshy and ripe, muted by subtle earth tones and ripe, yielding tannins. Enjoy this approachable wine now - 2026.",Cuvee Confiance,75,Upper-Medium,91,Pretty Good,Rhone Valley,Rasteau,,Domaine la Soumade 2016 Cuvee Confiance Red (Rasteau),https://www.winemag.com/buying-guide/domaine-la-soumade-2016-cuvee-confiance-red-rasteau-308476/,Rhone-style Red Blend,2016,Domaine la Soumade,1
626,14.4,Medium-High,Red,France,"While the nose of this Grenache-Syrah blend is more mineral than fruity, bright black-cherry and plum flavors are crisp on the palate. It's a full-bodied, supple wine framed by bold but chalky tannins. Ready now, it should improve through 2028.",La Terre des Promesses,25,Reasonable,91,Pretty Good,Rhone Valley,Rasteau,,Domaine Wilfried 2016 La Terre des Promesses Red (Rasteau),https://www.winemag.com/buying-guide/domaine-wilfried-2016-la-terre-des-promesses-red-rasteau-308352/,Rhone-style Red Blend,2016,Domaine Wilfried,1
224,14.5,Medium-High,Red,France,"The 37-acre vineyard, one of the cru's largest, is on the hill of Saint-Amour, close to the village church. It has produced a juicy wine, full of strawberry flavors and ripe acidity. Perfumed and textured, this wine is developing, but needs some time. Drink from 2020.",,16,Budget Option,93,Very Good,Beaujolais,Saint-Amour,,Domaine de la Pirolette 2017  Saint-Amour,https://www.winemag.com/buying-guide/domaine-de-la-pirolette-2017-saint-amour/,Gamay,2017,Domaine de la Pirolette,1
601,14.5,Medium-High,Rose,France,"While Grenache is dominant, this robust, full-bodied rose is a blend of five traditional Rhone grapes. It's a complex wine boasting a core of concentrated raspberry and red-cherry flavors layered with sage, bramble and smoked meat. It's an excellent year-round accompaniment to light meals well through 2020.",La Reine Des Bois,34,Reasonable,92,Pretty Good,Rhone Valley,Tavel,,Domaine de la Mordoree 2017 La Reine Des Bois  (Tavel),https://www.winemag.com/buying-guide/domaine-de-la-mordoree-2017-la-reine-des-bois-tavel/,Rose,2017,Domaine de la Mordoree,1
724,14.5,Medium-High,Rose,France,"Deep pink with an attractively dusky hue, this invigorating but sturdy rose can be enjoyed year round. Ripe but fresh red-cherry and raspberry flavors are nuanced by hints of bramble, dried garrigue and earth. This refreshing yet penetrating wine should drink well through 2020.",La Dame Rousse,26,Reasonable,91,Pretty Good,Rhone Valley,Tavel,,Domaine de la Mordoree 2017 La Dame Rousse  (Tavel),https://www.winemag.com/buying-guide/domaine-de-la-mordoree-2017-la-dame-rousse-tavel/,Rose,2017,Domaine de la Mordoree,1
915,14.5,Medium-High,Red,France,"The 22-acre vineyard belonging to the Duc family has given this rich, structured wine. While it has plenty of juicy acidity, the tannins are most marked at this young stage. The wine is dark, powerful, full of spice and pepper.",,17,Budget Option,90,Pretty Good,Beaujolais,Saint-Amour,,Domaine des Duc 2017  Saint-Amour,https://www.winemag.com/buying-guide/domaine-des-duc-2017-saint-amour/,Gamay,2017,Domaine des Duc,1
1108,14.5,Medium-High,White,France,"This full-bodied wine balances the richness of Grenache Blanc with the freshness of Clairette. Yellow-apple and apricot flavors are ripe but restrained, accented by hints of spice and vanilla from vinification in French oak. It's a rich, rounded sip with a slightly warming finish. Enjoy now - 2022.",Louis d'Or,30,Reasonable,89,Mediocre,Rhone Valley,Vacqueyras,,Le Clos de Caveau 2017 Louis d'Or White (Vacqueyras),https://www.winemag.com/buying-guide/le-clos-de-caveau-2017-louis-dor-white-vacqueyras-308090/,Rhone-style White Blend,2017,Le Clos de Caveau,1
1259,14.5,Medium-High,Red,France,"Forward, fresh black-cherry and blueberry flavors abound in this plump, easy-drinking blend of Grenache, Syrah and Mourvedre. Full bodied and fleshy, it's an unabashedly ripe wine but maintains a touch of mineral restraint. Enjoy now - 2021.",Ortas Tradition,17,Budget Option,89,Mediocre,Rhone Valley,Rasteau,,Cave de Rasteau 2017 Ortas Tradition Red (Rasteau),https://www.winemag.com/buying-guide/cave-de-rasteau-2017-ortas-tradition-red-rasteau-308339/,Rhone-style Red Blend,2017,Cave de Rasteau,1
1300,14.5,Medium-High,White,France,"Vinified entirely in stainless steel, this full-bodied but fresh wine offers cutting apricot and lemon flavors. A blend of four traditional Rhone white grapes, it's a silky wine balanced by a crisp fruit character. Enjoy now through 2022.",Cuvee Blanche,25,Reasonable,89,Mediocre,Rhone Valley,Vacqueyras,,Chateau des Roques 2017 Cuvee Blanche White (Vacqueyras),https://www.winemag.com/buying-guide/chateau-des-roques-2017-cuvee-blanche-white-vacqueyras-308093/,Rhone-style White Blend,2017,Chateau des Roques,1
634,14.5,Medium-High,Red,France,"Savory notes of dried thyme and sage accent crisp blackberry in this elegant Grenache-Syrah blend. It's freshly composed on the mid palate with very firm but chalky, grippy tannins on the finish. It should improve through 2026.",La Ponce,30,Reasonable,91,Pretty Good,Rhone Valley,Rasteau,,Domaine des Escaravailles 2016 La Ponce Red (Rasteau),https://www.winemag.com/buying-guide/domaine-des-escaravailles-2016-la-ponce-red-rasteau-308451/,Rhone-style Red Blend,2016,Domaine des Escaravailles,1
663,14.5,Medium-High,Red,France,"While the nose of this full-bodied blend of Grenache, Mourvedre, Syrah and Carignan is plush and plummy, the palate conveys surprising tension and verve. It's intensely ripe and concentrated but simultaneously crisp and finessed, boasting a bold mineral backbone. Tannins are fine yet persistent.",Helianthe,28,Reasonable,91,Pretty Good,Rhone Valley,Rasteau,,Ogier 2016 Helianthe Red (Rasteau),https://www.winemag.com/buying-guide/ogier-2016-helianthe-red-rasteau-308344/,Rhone-style Red Blend,2016,Ogier,1
753,14.5,Medium-High,Red,France,"Plush layers of preserved plum and cherry are speckled by darker tones of licorice, granite and dried earth in this plump, enveloping red. Full bodied and rippling like silk, it's a powerful yet open-knit wine with a soft, cocoa-powder finish. Enjoy now - 2023.",La Dame Rousse,23,Reasonable,92,Pretty Good,Rhone Valley,Lirac,,Domaine de la Mordoree 2016 La Dame Rousse Red (Lirac),https://www.winemag.com/buying-guide/domaine-de-la-mordoree-2016-la-dame-rousse-red-lirac/,Rhone-style Red Blend,2016,Domaine de la Mordoree,1
951,14.5,Medium-High,Red,France,"Dark spice, bramble and sun-dried garrigue juxtapose plush black cherry and plum in this rich, intensely fruity red. A blend of 80% Syrah and 20% Grenache, it's a dark, sultry sip that's deeply fruity yet earthen and savory too. The finish offers plush, easy tannins and a hint of leather.",Oak Barrel Selection,18,Budget Option,90,Pretty Good,Rhone Valley,Cotes du Rhone Brezeme,,Les Vignerons du Castelas 2016 Oak Barrel Selection Red (Cotes du Rhone Brezeme),https://www.winemag.com/buying-guide/les-vignerons-du-castelas-2016-oak-barrel-selection-red-cotes-du-rhone-brezeme/,Rhone-style Red Blend,2016,Les Vignerons du Castelas,1
974,14.5,Medium-High,Red,France,"Anise and pepper spice this unctuous, silky blend of Grenache, Syrah, Mourvedre and Carignan. It's full bodied and thirst-quenchingly juicy, maintaining pert acidity on the midpalate. The finish lingers on soft, yielding tannins. Approachable now it should hold through 2024.",Domaine Grosset,17,Budget Option,90,Pretty Good,Rhone Valley,Cairanne,,Brotte 2016 Domaine Grosset Red (Cairanne),https://www.winemag.com/buying-guide/brotte-2016-domaine-grosset-red-cairanne/,Rhone-style Red Blend,2016,Brotte,1
1014,14.5,Medium-High,Red,France,"This shows elegant rusticity, with whiffs of leather, wet earth and smoke accenting intensely primary blackberry and plum flavors. A richly composed wine with a kick of angularity on the midpalate, it has fine-grained but grippy tannins marking the finish. Enjoy now - 2026.",,25,Reasonable,90,Pretty Good,Rhone Valley,Cairanne,,Domaine Wilfried 2016 Red (Cairanne),https://www.winemag.com/buying-guide/domaine-wilfried-2016-red-cairanne-308758/,Rhone-style Red Blend,2016,Domaine Wilfried,1
1019,14.5,Medium-High,Red,France,"Whiffs of dried Mediterranean herbs and crushed earth lend nuance to this freshly concentrated Grenache-dominant blend. Its plum and black currant flavors are crisp and angular on the palate, edged by fine-grained but gripping tannins. Enjoy now - 2024.",,55,Upper-Medium,90,Pretty Good,Rhone Valley,Rasteau,,Domaine la Soumade 2016 Red (Rasteau),https://www.winemag.com/buying-guide/domaine-la-soumade-2016-red-rasteau-308474/,Rhone-style Red Blend,2016,Domaine la Soumade,1
1125,14.5,Medium-High,Red,France,"Restrained but ripe black-cherry and mulberry flavors have an intensely mineral, elegantly earthen quality in this full-bodied red. A blend of Grenache, Mourvedre, Syrah and Carignan, it's ripe and concentrated but not at all jammy. The midpalate is plump but briskly balanced and framed by firm, fine-grained tannins. Enjoy now - 2023.",Heritages,17,Budget Option,90,Pretty Good,Rhone Valley,Rasteau,,Ogier 2016 Heritages Red (Rasteau),https://www.winemag.com/buying-guide/ogier-2016-heritages-red-rasteau-308345/,Rhone-style Red Blend,2016,Ogier,1
1275,14.5,Medium-High,Red,France,"Intensely ripe blackberry and cherry flavors are slightly muted in this plush, juicy blend of Grenache, Syrah and Mourvedre. It's a rounded but pertly balanced wine, with a fine-grained grip of tannins on the finish. Enjoy now - 2022.",Les Hautes Rives,20,Budget Option,89,Mediocre,Rhone Valley,Cairanne,,Pierre Amadieu 2016 Les Hautes Rives Red (Cairanne),https://www.winemag.com/buying-guide/pierre-amadieu-2016-les-hautes-rives-red-cairanne-308533/,Rhone-style Red Blend,2016,Pierre Amadieu,1
1330,14.5,Medium-High,Red,France,"Ripe blackberry and black-cherry flavors are peppered with sweet spice, licorice and cacao in this wine. Rounded and voluminous, it's lavished with prominent oak tones and soft, silky tannins. Enjoy this approachable wine now through 2024.",Domaine les Evigneaux,20,Budget Option,90,Pretty Good,Rhone Valley,Rasteau,,Lavau 2016 Domaine les Evigneaux Red (Rasteau),https://www.winemag.com/buying-guide/lavau-2016-domaine-les-evigneaux-red-rasteau-308489/,Rhone-style Red Blend,2016,Lavau,1
1346,14.5,Medium-High,Red,France,"Crisp black cherries are accented by anise and balsamic notes in this full-bodied blend of 90% Grenache and 10% Carignan. The black-fruit flavors are ripe but restrained, maintaining freshness on the midpalate. The finish is dampened by bold, dense tannins. It's ready now but should improve through 2026.",Septentrion,35,Reasonable,90,Pretty Good,Rhone Valley,Rasteau,,Domaine Wilfried 2016 Septentrion Red (Rasteau),https://www.winemag.com/buying-guide/domaine-wilfried-2016-septentrion-red-rasteau-308353/,Rhone-style Red Blend,2016,Domaine Wilfried,1
1360,14.5,Medium-High,Red,France,"Forward and plush, this full-bodied red offers ripe, primary flavors of summer plum and preserved cherry nuanced by subtle hints of bramble, dried mushroom and earth. It's a juicy, easy-drinking wine that's freshly balanced and framed by fine, lingering tannins. Enjoy now - 2022.",Cuvee Reservee,23,Reasonable,90,Pretty Good,Rhone Valley,Lirac,,Chateau de Segries 2016 Cuvee Reservee Red (Lirac),https://www.winemag.com/buying-guide/chateau-de-segries-2016-cuvee-reservee-red-lirac/,Rhone-style Red Blend,2016,Chateau de Segries,1
1392,14.5,Medium-High,Red,France,"A blend of 60% Grenache and 40% Syrah, this intensely primary, fruity wine bursts with a ripe black-cherry flavor. Not deeply concentrated, it's a juicy, lavish wine that's shaded by tones of licorice and sweet vanilla. Fresh acidic balance and soft, easy tannins cushion the finish.",La Jassine,16,Budget Option,88,Mediocre,Rhone Valley,Cotes du Rhone Villages,,Bieler Pere et Fils 2016 La Jassine Grenache-Syrah (Cotes du Rhone Villages),https://www.winemag.com/buying-guide/bieler-pere-et-fils-2016-la-jassine-grenache-syrah-cotes-du-rhone-villages/,Grenache-Syrah,2016,Bieler Pere et Fils,1
1505,14.5,Medium-High,Red,France,"Primary, juicy blackberry and black-cherry flavors dominate in this cheery, easy-drinking blend of 70% Grenache and 30% Syrah. It's a plush, brawny wine with concentrated but straightforward black-fruit flavors and a touch of warmth that lingers on the finish.",Les Garrigues,23,Reasonable,88,Mediocre,Rhone Valley,Cotes du Rhone Villages,,Domaine Guy Mousset 2016 Les Garrigues Red (Cotes du Rhone Villages),https://www.winemag.com/buying-guide/domaine-guy-mousset-2016-les-garrigues-red-cotes-du-rhone-villages/,Rhone-style Red Blend,2016,Domaine Guy Mousset,1
2276,14.5,Medium-High,Red,France,"Ripe and rich, with some firm tannins, this wood-aged wine has a good future. It offers plenty of black fruits backed by the structure and with a solid, juicy fruitiness at the end. Drink from 2021.",,20,Budget Option,91,Pretty Good,Bordeaux,Castillon Cotes de Bordeaux,,Chateau Brisson 2016  Castillon Cotes de Bordeaux,https://www.winemag.com/buying-guide/chateau-brisson-2016-castillon-cotes-de-bordeaux/,Bordeaux-style Red Blend,2016,Chateau Brisson,1
2285,14.5,Medium-High,Red,France,"Bold tannins and ripe fruit are the hallmarks of this rich wine from the Nicolas Thienpont range. A solid structure backs up the ripe black-currant flavors. The wine will certainly age well, so wait until 2021.",Chateau La Prade,14,Budget Option,91,Pretty Good,Bordeaux,Francs Cotes de Bordeaux,,Les Charmes Godard 2016 Chateau La Prade  (Francs Cotes de Bordeaux),https://www.winemag.com/buying-guide/les-charmes-godard-2016-chateau-la-prade-francs-cotes-de-bordeaux/,Bordeaux-style Red Blend,2016,Les Charmes Godard,1
2413,14.5,Medium-High,Red,France,"This ripe, juicy wine offers balanced smoky wood-aging flavors. Pure black-currant flavors shine in this blend of Merlot, Cabernet Franc, Cabernet Sauvignon and Malbec from one of several Bruno Laporte properties. Drink this wine that has the power and the fruit intensity of the vintage from 2021.",,15,Budget Option,92,Pretty Good,Bordeaux,Castillon Cotes de Bordeaux,,Chateau de Clotte 2016  Castillon Cotes de Bordeaux,https://www.winemag.com/buying-guide/chateau-de-clotte-2016-castillon-cotes-de-bordeaux/,Bordeaux-style Red Blend,2016,Chateau de Clotte,1
2979,14.5,Medium-High,Red,France,"This rich wine has spice, black fruits and plenty of tannins. Its density and weight are coming together well with the fruit and acidity. Drink the wine from 2022.",Chateau Alcee,18,Budget Option,89,Mediocre,Bordeaux,Castillon Cotes de Bordeaux,,Les Charmes Godard 2016 Chateau Alcee  (Castillon Cotes de Bordeaux),https://www.winemag.com/buying-guide/les-charmes-godard-2016-chateau-alcee-castillon-cotes-de-bordeaux/,Bordeaux-style Red Blend,2016,Les Charmes Godard,1
3002,14.5,Medium-High,Red,France,"Poised between tannins and dark fruit, with 20 months in oak, this ripe wine has touches of dark chocolate as well as layers of spice and wood aging. All that will change as the rich wine develops. Concentrated and dense, it needs aging. Drink from 2022.",,19,Budget Option,90,Pretty Good,Bordeaux,Cadillac Cotes de Bordeaux,,Chateau Bel-Air 2016  Cadillac Cotes de Bordeaux,https://www.winemag.com/buying-guide/chateau-bel-air-2016-cadillac-cotes-de-bordeaux/,Bordeaux-style Red Blend,2016,Chateau Bel-Air,1
3099,14.5,Medium-High,Red,France,"The rich black fruits in this wine from property in the Monteil family since the 15th century are full of promise. Dark tannins, spice and licorice balance the fruitiness, suggesting aging potential. Drink from 2021.",,22,Reasonable,88,Mediocre,Bordeaux,Castillon Cotes de Bordeaux,,Chateau Brehat 2016  Castillon Cotes de Bordeaux,https://www.winemag.com/buying-guide/chateau-brehat-2016-castillon-cotes-de-bordeaux/,Bordeaux-style Red Blend,2016,Chateau Brehat,1
3213,14.5,Medium-High,Red,France,"Structured and firm, this wine has weight and dense tannins. Black- coffee flavors hint at extraction although the ripe berry fruits act as a balance and contrast. This wine will take a while to develop, so wait until 2022.",Vieilles Vignes,12,Budget Option,88,Mediocre,Bordeaux,Blaye Cotes de Bordeaux,,Chateau Segonzac 2016 Vieilles Vignes  (Blaye Cotes de Bordeaux),https://www.winemag.com/buying-guide/chateau-segonzac-2016-vieilles-vignes-blaye-cotes-de-bordeaux/,Bordeaux-style Red Blend,2016,Chateau Segonzac,1
3218,14.5,Medium-High,Red,France,"This smoky wine is packed with spicy wood-aging flavors. The fruit weight and the ripe blackberry flavors are beginning to develop and will balance out this full, rich wine. Drink this Jean-Franсois Meynard wine from 2022.",,20,Budget Option,88,Mediocre,Bordeaux,Castillon Cotes de Bordeaux,,Chateau La Bourree 2016  Castillon Cotes de Bordeaux,https://www.winemag.com/buying-guide/chateau-la-bourree-2016-castillon-cotes-de-bordeaux/,Bordeaux-style Red Blend,2016,Chateau La Bourree,1
3275,14.5,Medium-High,Red,France,"A richly textured wine full of black fruit and ripe tannins, this has power and a dense structure. It balances black-plum flavors laced with acidity with pepper and a juicy aftertaste. Drink this full-bodied wine from 2020.",,12,Budget Option,88,Mediocre,Bordeaux,Castillon Cotes de Bordeaux,,Chateau le Peyrat 2016  Castillon Cotes de Bordeaux,https://www.winemag.com/buying-guide/chateau-le-peyrat-2016-castillon-cotes-de-bordeaux/,Bordeaux-style Red Blend,2016,Chateau le Peyrat,1
3314,14.5,Medium-High,Red,France,"Structured and firm, this wine has excellent potential. Black fruits, solid tannins and plenty of acidity come through, underlining spice and a dark core. Drink from 2021.",Chateau Godard Bellevue,17,Budget Option,89,Mediocre,Bordeaux,Francs Cotes de Bordeaux,,Vignobles Arbo 2016 Chateau Godard Bellevue  (Francs Cotes de Bordeaux),https://www.winemag.com/buying-guide/vignobles-arbo-2016-chateau-godard-bellevue-francs-cotes-de-bordeaux/,Bordeaux-style Red Blend,2016,Vignobles Arbo,1
128,14.5,Medium-High,Red,France,"Ripe, juicy blackberry and mulberry flavors are muted by darker shades of dried garrigue, bramble and earth in this bold but balanced Syrah. It's black-fruit flavors are luscious and youthful still, vibrantly edged with acidity and briskly textured tannins. Enjoyable now it should improve through 2035 and hold further.",Seigneur de Maugiron,67,Upper-Medium,94,Very Good,Rhone Valley,Cote Rotie,,Delas Freres 2015 Seigneur de Maugiron  (Cote Rotie),https://www.winemag.com/buying-guide/delas-freres-2015-seigneur-de-maugiron-cote-rotie/,Syrah,2015,Delas Freres,1
493,14.5,Medium-High,Red,France,"Fleshy plums and supple, baby-soft tannins encapsulate this wine's luscious, rounded character. Black fruit flavors are a touch preserved on the palate, but accented by hints of dried sage, thyme and dark chocolate. Granite tones lend freshness and minerality to a lingering finish. Drink now - 2025.",La Gille,39,Reasonable,92,Pretty Good,Rhone Valley,Gigondas,,Famille Perrin 2015 La Gille  (Gigondas),https://www.winemag.com/buying-guide/famille-perrin-2015-la-gille-gigondas/,Rhone-style Red Blend,2015,Famille Perrin,1
513,14.5,Medium-High,Red,France,"Luscious describes this rich, palate-clinging Grenache. Black cherry and mulberry flavors are lavishly ripe but pristine, accented by sweet spice and chocolate. It's full bodied and unctuous yet freshly composed, fringed with fine, feathery tannins. Enjoy this forward but elegant wine now through 2025.",Vieilles Vignes,24,Reasonable,92,Pretty Good,Rhone Valley,Gigondas,,Arnoux & Fils 2015 Vieilles Vignes  (Gigondas),https://www.winemag.com/buying-guide/arnoux-fils-2015-vieilles-vignes-gigondas/,Grenache,2015,Arnoux & Fils,1
867,14.5,Medium-High,Red,France,"Elegant shards of granite and crushed mineral lend freshness to plump, juicy mulberry and plum in this wine. A deeply fruity, full-bodied blend of 80% Grenache and 20% Syrah, its plushness is framed by soft, easy tannins and a lingering cling of black fruit. It's an approachable yet satisfying wine neatly balancing fruit and earth, to enjoy now through 2023.",Romane Machotte,33,Reasonable,91,Pretty Good,Rhone Valley,Gigondas,,Pierre Amadieu 2015 Romane Machotte  (Gigondas),https://www.winemag.com/buying-guide/pierre-amadieu-2015-romane-machotte-gigondas/,Rhone-style Red Blend,2015,Pierre Amadieu,1
1353,14.5,Medium-High,Red,France,"Although this wine is initially smoky and earthen, aeration opens layers of ripe black plum, anise and pepper. It's a fleshy, supple wine that's seductive in texture. Soft, ripe tannins cushion the finish. Ready now it should hold through 2023.",Pas du Meunier,45,Reasonable,90,Pretty Good,Rhone Valley,Rasteau,,Domaine de l'Espigouette 2015 Pas du Meunier Grenache-Mourvedre (Rasteau),https://www.winemag.com/buying-guide/domaine-de-lespigouette-2015-pas-du-meunier-grenache-mourvedre-rasteau-308497/,Grenache-Mourvedre,2015,Domaine de l'Espigouette,1
2824,14.5,Medium-High,Red,France,"Fermented and aged in oak, this wine has solid tannins and rich black fruits. The wine is still very young, dry to the core but also with plenty of fruit potential as well as dark-coffee flavors. Drink from 2021.",Arion by Chateau Moulin de Clotte,20,Budget Option,90,Pretty Good,Bordeaux,Castillon Cotes de Bordeaux,,Chateau Moulin de Clotte 2015 Arion by Chateau Moulin de Clotte  (Castillon Cotes de Bordeaux),https://www.winemag.com/buying-guide/chateau-moulin-de-clotte-2015-arion-by-chateau-moulin-de-clotte-castillon-cotes-de-bordeaux/,Bordeaux-style Red Blend,2015,Chateau Moulin de Clotte,1
397,14.5,Medium-High,Red,France,"Unctuous and open knit yet surprisingly nuanced, this luscious blend of 95% Syrah and 5% Mourvedre offers loads of fleshy black-cherry and plum flavors offset by cinnamon, cocoa, dried mint and thyme. It's densely concentrated yet briskly balanced, finishing elegantly on a bite of fine-grained tannins.",JT,25,Reasonable,91,Pretty Good,Rhone Valley,Costieres de Nimes,,Chateau de Nages 2014 JT Red (Costieres de Nimes),https://www.winemag.com/buying-guide/chateau-de-nages-2014-jt-red-costieres-de-nimes/,Rhone-style Red Blend,2014,Chateau de Nages,1
